MFile 1 5 480
MTrk
0 TimeSig 4/4 24 8
0 Tempo 428571
0 Meta TrkEnd
TrkEnd
MTrk
0 SeqSpec 43 00 01 00
0 Meta TrkName "Piano Sonata No. 17 in B Flat"
0 Meta 0x21 00
0 PrCh ch=1 p=0
0 Par ch=1 c=7 v=127
0 Par ch=1 c=10 v=72
1440 On ch=1 n=a#5 v=80
1560 On ch=1 n=a#5 v=0
1560 On ch=1 n=c6 v=80
1596 On ch=1 n=c6 v=0
1680 On ch=1 n=d6 v=80
1716 On ch=1 n=d6 v=0
1800 On ch=1 n=d#6 v=80
1836 On ch=1 n=d#6 v=0
1920 On ch=1 n=f6 v=88
2160 On ch=1 n=f6 v=0
2400 On ch=1 n=f6 v=80
3360 On ch=1 n=f6 v=0
3360 On ch=1 n=a#6 v=80
3600 On ch=1 n=a#6 v=0
3600 On ch=1 n=g6 v=80
3840 On ch=1 n=g6 v=0
3840 On ch=1 n=f6 v=88
4032 On ch=1 n=f6 v=0
4320 On ch=1 n=f6 v=80
5280 On ch=1 n=f6 v=0
5280 On ch=1 n=a#6 v=80
5520 On ch=1 n=a#6 v=0
5520 On ch=1 n=g6 v=80
5760 On ch=1 n=g6 v=0
5760 On ch=1 n=f6 v=88
6000 On ch=1 n=f6 v=0
6180 On ch=1 n=d#6 v=61
6240 On ch=1 n=d#6 v=0
6240 On ch=1 n=d6 v=63
6300 On ch=1 n=d6 v=0
6300 On ch=1 n=d#6 v=64
6360 On ch=1 n=d#6 v=0
6360 On ch=1 n=d6 v=65
6420 On ch=1 n=d6 v=0
6420 On ch=1 n=d#6 v=67
6480 On ch=1 n=d#6 v=0
6480 On ch=1 n=d6 v=68
6520 On ch=1 n=d6 v=0
6520 On ch=1 n=d#6 v=69
6560 On ch=1 n=d#6 v=0
6560 On ch=1 n=d6 v=70
6600 On ch=1 n=d6 v=0
6600 On ch=1 n=c6 v=71
6660 On ch=1 n=c6 v=0
6660 On ch=1 n=d6 v=72
6720 On ch=1 n=d6 v=0
6720 On ch=1 n=d#6 v=73
6960 On ch=1 n=d#6 v=0
7140 On ch=1 n=d6 v=62
7200 On ch=1 n=d6 v=0
7200 On ch=1 n=c6 v=63
7260 On ch=1 n=c6 v=0
7260 On ch=1 n=d6 v=64
7320 On ch=1 n=d6 v=0
7320 On ch=1 n=c6 v=66
7380 On ch=1 n=c6 v=0
7380 On ch=1 n=d6 v=67
7440 On ch=1 n=d6 v=0
7440 On ch=1 n=c6 v=68
7480 On ch=1 n=c6 v=0
7480 On ch=1 n=d6 v=69
7520 On ch=1 n=d6 v=0
7520 On ch=1 n=c6 v=70
7560 On ch=1 n=c6 v=0
7560 On ch=1 n=a#5 v=71
7620 On ch=1 n=a#5 v=0
7620 On ch=1 n=c6 v=72
7680 On ch=1 n=c6 v=0
7680 On ch=1 n=d6 v=80
7840 On ch=1 n=d6 v=0
7840 On ch=1 n=c6 v=80
7888 On ch=1 n=c6 v=0
8000 On ch=1 n=a#5 v=80
8048 On ch=1 n=a#5 v=0
8160 On ch=1 n=f6 v=80
9120 On ch=1 n=f6 v=0
9120 On ch=1 n=a#6 v=80
9360 On ch=1 n=a#6 v=0
9360 On ch=1 n=g6 v=80
9600 On ch=1 n=g6 v=0
9600 On ch=1 n=f6 v=88
9840 On ch=1 n=f6 v=0
10020 On ch=1 n=d#6 v=60
10080 On ch=1 n=d#6 v=0
10080 On ch=1 n=d6 v=61
10140 On ch=1 n=d6 v=0
10140 On ch=1 n=d#6 v=62
10200 On ch=1 n=d#6 v=0
10200 On ch=1 n=d6 v=63
10260 On ch=1 n=d6 v=0
10260 On ch=1 n=d#6 v=64
10320 On ch=1 n=d#6 v=0
10320 On ch=1 n=d6 v=65
10360 On ch=1 n=d6 v=0
10360 On ch=1 n=d#6 v=66
10400 On ch=1 n=d#6 v=0
10400 On ch=1 n=d6 v=67
10440 On ch=1 n=d6 v=0
10440 On ch=1 n=c6 v=67
10500 On ch=1 n=c6 v=0
10500 On ch=1 n=d6 v=69
10560 On ch=1 n=d6 v=0
10560 On ch=1 n=d#6 v=70
10800 On ch=1 n=d#6 v=0
10980 On ch=1 n=d6 v=59
11040 On ch=1 n=d6 v=0
11040 On ch=1 n=c6 v=61
11100 On ch=1 n=c6 v=0
11100 On ch=1 n=d6 v=62
11160 On ch=1 n=d6 v=0
11160 On ch=1 n=c6 v=64
11220 On ch=1 n=c6 v=0
11220 On ch=1 n=d6 v=65
11280 On ch=1 n=d6 v=0
11280 On ch=1 n=c6 v=67
11320 On ch=1 n=c6 v=0
11320 On ch=1 n=d6 v=68
11360 On ch=1 n=d6 v=0
11360 On ch=1 n=c6 v=69
11400 On ch=1 n=c6 v=0
11400 On ch=1 n=a#5 v=70
11460 On ch=1 n=a#5 v=0
11460 On ch=1 n=c6 v=71
11520 On ch=1 n=c6 v=0
11520 On ch=1 n=d6 v=80
11760 On ch=1 n=d6 v=0
11760 On ch=1 n=a#5 v=80
11832 On ch=1 n=a#5 v=0
12000 On ch=1 n=f5 v=80
12072 On ch=1 n=f5 v=0
12240 On ch=1 n=d5 v=80
12312 On ch=1 n=d5 v=0
12480 On ch=1 n=a#4 v=80
12960 On ch=1 n=a#4 v=0
12960 On ch=1 n=a#5 v=50
13080 On ch=1 n=a#5 v=0
13080 On ch=1 n=c6 v=50
13200 On ch=1 n=c6 v=0
13200 On ch=1 n=d6 v=51
13320 On ch=1 n=d6 v=0
13320 On ch=1 n=d#6 v=52
13440 On ch=1 n=d#6 v=0
13440 On ch=1 n=f6 v=53
13560 On ch=1 n=f6 v=0
13560 On ch=1 n=d#6 v=54
13680 On ch=1 n=d#6 v=0
13680 On ch=1 n=d6 v=55
13800 On ch=1 n=d6 v=0
13800 On ch=1 n=c6 v=56
13920 On ch=1 n=c6 v=0
13920 On ch=1 n=a#5 v=56
14040 On ch=1 n=a#5 v=0
14040 On ch=1 n=a5 v=57
14076 On ch=1 n=a5 v=0
14160 On ch=1 n=g5 v=58
14196 On ch=1 n=g5 v=0
