MFile 0 1 480
MTrk
0 SMPTE 96 0 0 0 0
0 TimeSig 4/4 24 8
0 KeySig 0 major
0 Tempo 500000
0 Par ch=1 c=64 v=127
0 On ch=1 n=g4 v=52
2 On ch=1 n=g2 v=43
8 On ch=1 n=g3 v=27
50 Off ch=1 n=g4 v=64
62 Off ch=1 n=g2 v=64
78 Off ch=1 n=g3 v=64
294 On ch=1 n=d5 v=48
298 On ch=1 n=a#4 v=50
306 On ch=1 n=d4 v=51
308 On ch=1 n=g4 v=30
344 Off ch=1 n=d5 v=64
358 Off ch=1 n=a#4 v=64
361 Off ch=1 n=d4 v=64
390 Off ch=1 n=g4 v=64
430 On ch=1 n=d4 v=74
438 On ch=1 n=g4 v=5
440 On ch=1 n=a#4 v=29
448 On ch=1 n=d5 v=48
480 Off ch=1 n=d4 v=64
504 Off ch=1 n=g4 v=64
506 Off ch=1 n=d5 v=64
506 Par ch=1 c=64 v=0
528 Off ch=1 n=a#4 v=64
548 On ch=1 n=a#4 v=12
552 On ch=1 n=d4 v=69
552 On ch=1 n=d5 v=54
552 On ch=1 n=g4 v=5
594 Off ch=1 n=d5 v=64
600 Off ch=1 n=d4 v=64
614 Off ch=1 n=a#4 v=64
618 Off ch=1 n=g4 v=64
848 On ch=1 n=a#3 v=62
851 On ch=1 n=a#2 v=70
908 Off ch=1 n=a#3 v=64
908 Off ch=1 n=a#2 v=64
1132 On ch=1 n=d4 v=85
1140 On ch=1 n=d3 v=80
1178 Off ch=1 n=d4 v=64
1178 Off ch=1 n=d3 v=64
1212 Par ch=1 c=64 v=127
1288 Par ch=1 c=64 v=0
1398 On ch=1 n=a#4 v=44
1401 On ch=1 n=d5 v=58
1401 On ch=1 n=g4 v=68
1401 On ch=1 n=d4 v=70
1446 Off ch=1 n=g4 v=64
1446 Off ch=1 n=d4 v=64
1458 Off ch=1 n=d5 v=64
1466 Off ch=1 n=a#4 v=64
1674 On ch=1 n=a#4 v=55
1680 On ch=1 n=a#2 v=71
1682 On ch=1 n=a#3 v=67
1718 Off ch=1 n=a#2 v=64
1728 Off ch=1 n=a#3 v=64
1768 Off ch=1 n=a#4 v=64
1780 Par ch=1 c=64 v=127
1826 Par ch=1 c=64 v=0
1940 On ch=1 n=d5 v=49
1944 On ch=1 n=a#4 v=50
1948 On ch=1 n=g4 v=59
1954 On ch=1 n=d4 v=45
1990 Off ch=1 n=d5 v=64
1996 Off ch=1 n=g4 v=64
2002 Off ch=1 n=a#4 v=64
2020 Off ch=1 n=d4 v=64
2214 On ch=1 n=g2 v=89
2216 On ch=1 n=g4 v=81
2232 On ch=1 n=g3 v=54
2248 Off ch=1 n=g2 v=64
2278 Off ch=1 n=g4 v=64
2286 Off ch=1 n=g3 v=64
2286 Par ch=1 c=64 v=127
2508 On ch=1 n=d4 v=62
2510 On ch=1 n=a#4 v=55
2510 On ch=1 n=g4 v=65
2530 On ch=1 n=d5 v=55
2558 Off ch=1 n=d4 v=64
2560 Off ch=1 n=g4 v=64
2562 Off ch=1 n=a#4 v=64
2578 Off ch=1 n=d5 v=64
2624 On ch=1 n=d4 v=63
2628 On ch=1 n=a#4 v=42
2662 On ch=1 n=d5 v=23
2674 Off ch=1 n=d4 v=64
2692 Off ch=1 n=a#4 v=64
2736 On ch=1 n=d4 v=79
2744 On ch=1 n=a#4 v=67
2750 On ch=1 n=g4 v=57
2784 Off ch=1 n=d4 v=64
2792 Off ch=1 n=a#4 v=64
2792 Off ch=1 n=g4 v=64
2796 Par ch=1 c=64 v=0
2814 Off ch=1 n=d5 v=64
3016 On ch=1 n=a3 v=76
3018 On ch=1 n=a2 v=84
3066 Off ch=1 n=a2 v=64
3106 Off ch=1 n=a3 v=64
3109 On ch=1 n=a#2 v=72
3120 On ch=1 n=a#3 v=73
3180 Off ch=1 n=a#2 v=64
3222 Off ch=1 n=a#3 v=64
3244 On ch=1 n=d4 v=91
3247 On ch=1 n=d3 v=97
3278 Off ch=1 n=d4 v=64
3286 Off ch=1 n=d3 v=64
3318 Par ch=1 c=64 v=127
3348 Par ch=1 c=64 v=0
3519 On ch=1 n=d4 v=70
3519 On ch=1 n=g4 v=67
3523 On ch=1 n=d5 v=62
3530 On ch=1 n=a#4 v=47
3562 Off ch=1 n=d4 v=64
3566 Off ch=1 n=g4 v=64
3580 Off ch=1 n=d5 v=64
3598 Off ch=1 n=a#4 v=64
3768 On ch=1 n=a#3 v=70
3770 On ch=1 n=a#2 v=79
3776 On ch=1 n=a#4 v=62
3804 Off ch=1 n=a#2 v=64
3820 Off ch=1 n=a#3 v=64
3854 Par ch=1 c=64 v=127
3856 Off ch=1 n=a#4 v=64
3916 Par ch=1 c=64 v=0
4040 On ch=1 n=a#4 v=56
4044 On ch=1 n=g4 v=61
4046 On ch=1 n=d5 v=70
4048 On ch=1 n=d4 v=54
4092 Off ch=1 n=g4 v=64
4092 Off ch=1 n=d5 v=64
4104 Off ch=1 n=a#4 v=64
4106 Off ch=1 n=d4 v=64
4310 On ch=1 n=g4 v=85
4313 On ch=1 n=g2 v=73
4316 On ch=1 n=g3 v=67
4360 Off ch=1 n=g2 v=64
4360 Off ch=1 n=g3 v=64
4378 Par ch=1 c=64 v=127
4388 Off ch=1 n=g4 v=64
4590 On ch=1 n=g4 v=60
4596 On ch=1 n=d4 v=52
4600 On ch=1 n=a#4 v=48
4608 On ch=1 n=d5 v=57
4642 Off ch=1 n=g4 v=64
4652 Off ch=1 n=d4 v=64
4656 Off ch=1 n=a#4 v=64
4658 Off ch=1 n=d5 v=64
4718 On ch=1 n=d4 v=62
4722 On ch=1 n=a#4 v=45
4724 On ch=1 n=g4 v=49
4730 On ch=1 n=d5 v=49
4772 Off ch=1 n=d4 v=64
4782 Off ch=1 n=g4 v=64
4784 Off ch=1 n=a#4 v=64
4786 Off ch=1 n=d5 v=64
4834 On ch=1 n=d4 v=79
4840 On ch=1 n=d5 v=72
4840 On ch=1 n=a#4 v=62
4846 On ch=1 n=g4 v=77
4896 Off ch=1 n=a#4 v=64
4900 Off ch=1 n=d4 v=64
4900 Off ch=1 n=g4 v=64
4926 Off ch=1 n=d5 v=64
4962 Par ch=1 c=64 v=0
5132 On ch=1 n=d4 v=55
5132 On ch=1 n=d5 v=56
5186 Off ch=1 n=d5 v=64
5198 Off ch=1 n=d4 v=64
5238 On ch=1 n=f5 v=67
5240 On ch=1 n=f4 v=80
5284 Off ch=1 n=f5 v=64
5284 Off ch=1 n=f4 v=64
5358 On ch=1 n=g4 v=75
5361 On ch=1 n=g5 v=89
5361 On ch=1 n=g3 v=76
5402 Off ch=1 n=g3 v=64
5414 Off ch=1 n=g4 v=64
5452 Par ch=1 c=64 v=127
5522 Off ch=1 n=g5 v=64
5630 On ch=1 n=g5 v=42
5632 On ch=1 n=a#5 v=53
5634 On ch=1 n=d5 v=31
5640 On ch=1 n=a#4 v=23
5686 Off ch=1 n=a#5 v=64
5690 Off ch=1 n=g5 v=64
5710 On ch=1 n=d4 v=2
5748 On ch=1 n=a#5 v=55
5756 On ch=1 n=g5 v=57
5796 Off ch=1 n=a#5 v=64
5798 Off ch=1 n=a#4 v=64
5800 Off ch=1 n=d4 v=64
5808 Off ch=1 n=d5 v=64
5814 Off ch=1 n=g5 v=64
5854 On ch=1 n=a#5 v=58
5868 On ch=1 n=a#4 v=52
5874 On ch=1 n=d5 v=75
5876 On ch=1 n=g5 v=76
5914 Off ch=1 n=a#5 v=64
5914 Off ch=1 n=d5 v=64
5920 Off ch=1 n=g5 v=64
5922 Off ch=1 n=a#4 v=64
6152 On ch=1 n=a#4 v=60
6168 On ch=1 n=a#3 v=55
6206 Par ch=1 c=64 v=0
6238 Off ch=1 n=a#4 v=64
6240 Off ch=1 n=a#3 v=64
6258 On ch=1 n=d5 v=84
6270 On ch=1 n=d4 v=82
6298 Off ch=1 n=d5 v=64
6312 Off ch=1 n=d4 v=64
