MFile 0 1 480
MTrk
0 TimeSig 6/8 12 8
0 Tempo 240000
0 Par ch=1 c=7 v=80
2 Par ch=1 c=99 v=1
2 Par ch=1 c=98 v=8
2 Par ch=1 c=6 v=64
3 Par ch=1 c=99 v=1
3 Par ch=1 c=98 v=9
3 Par ch=1 c=6 v=64
4 Par ch=1 c=99 v=1
4 Par ch=1 c=98 v=10
4 Par ch=1 c=6 v=64
5 Par ch=1 c=99 v=1
5 Par ch=1 c=98 v=32
5 Par ch=1 c=6 v=64
6 Par ch=1 c=99 v=1
6 Par ch=1 c=98 v=33
6 Par ch=1 c=6 v=64
7 Par ch=1 c=99 v=1
7 Par ch=1 c=98 v=99
7 Par ch=1 c=6 v=64
8 Par ch=1 c=99 v=1
8 Par ch=1 c=98 v=100
8 Par ch=1 c=6 v=64
9 Par ch=1 c=99 v=1
9 Par ch=1 c=98 v=102
9 Par ch=1 c=6 v=64
11 Par ch=1 c=0 v=0
11 Par ch=1 c=32 v=0
11 PrCh ch=1 p=0
13 Par ch=1 c=10 v=64
14 Par ch=1 c=91 v=40
15 Par ch=1 c=93 v=0
16 Par ch=1 c=5 v=0
17 Par ch=1 c=101 v=0
17 Par ch=1 c=100 v=0
17 Par ch=1 c=6 v=2
229 Tempo 240000
1440 Tempo 1428571
1672 Par ch=1 c=64 v=96
1680 Par ch=1 c=7 v=80
1680 On ch=1 n=c#5 v=64
1680 On ch=1 n=c#6 v=64
1680 On ch=1 n=c#6 v=64
1708 On ch=1 n=c#5 v=0
1710 On ch=1 n=f5 v=64
1738 On ch=1 n=f5 v=0
1740 On ch=1 n=c#5 v=64
1768 On ch=1 n=c#5 v=0
1770 On ch=1 n=f5 v=64
1798 On ch=1 n=f5 v=0
1800 On ch=1 n=c#5 v=64
1828 On ch=1 n=c#5 v=0
1830 On ch=1 n=f5 v=64
1858 On ch=1 n=f5 v=0
1860 On ch=1 n=c#5 v=64
1888 On ch=1 n=c#5 v=0
1890 On ch=1 n=f5 v=64
1918 On ch=1 n=f5 v=0
1918 On ch=1 n=c#6 v=0
1918 On ch=1 n=c#6 v=0
1920 On ch=1 n=c#5 v=64
1920 On ch=1 n=c6 v=64
1920 On ch=1 n=c6 v=64
1948 On ch=1 n=c#5 v=0
1950 On ch=1 n=f5 v=64
1978 On ch=1 n=f5 v=0
1980 On ch=1 n=c#5 v=64
2008 On ch=1 n=c#5 v=0
2010 On ch=1 n=f5 v=64
2038 On ch=1 n=f5 v=0
2040 On ch=1 n=c#5 v=64
2068 On ch=1 n=c#5 v=0
2070 On ch=1 n=f5 v=64
2098 On ch=1 n=f5 v=0
2100 On ch=1 n=c#5 v=64
2128 On ch=1 n=c#5 v=0
