MFile 0 1 120
MTrk
0 TimeSig 4/4 24 8
0 KeySig 0 major
0 Tempo 431655
217 On ch=1 n=f#5 v=81
217 On ch=1 n=f#6 v=77
348 On ch=1 n=c#6 v=65
353 On ch=1 n=f#5 v=0
362 On ch=1 n=f#6 v=0
372 On ch=1 n=d6 v=65
377 On ch=1 n=c#6 v=0
394 On ch=1 n=e6 v=69
395 On ch=1 n=d6 v=0
421 On ch=1 n=e6 v=0
422 On ch=1 n=d6 v=77
422 On ch=1 n=f5 v=81
488 On ch=1 n=b3 v=65
489 On ch=1 n=b4 v=61
537 On ch=1 n=g#4 v=69
580 On ch=1 n=d6 v=0
582 On ch=1 n=f5 v=0
590 On ch=1 n=g#4 v=0
590 On ch=1 n=f4 v=69
591 On ch=1 n=b5 v=73
596 On ch=1 n=b3 v=0
596 On ch=1 n=b4 v=0
640 On ch=1 n=e5 v=65
641 On ch=1 n=a#5 v=81
676 On ch=1 n=f4 v=0
676 On ch=1 n=b5 v=0
706 On ch=1 n=f#4 v=57
707 On ch=1 n=f#3 v=57
759 On ch=1 n=c#4 v=53
799 On ch=1 n=e5 v=0
802 On ch=1 n=a#5 v=0
810 On ch=1 n=c#4 v=0
810 On ch=1 n=f#4 v=0
814 On ch=1 n=f#3 v=0
817 On ch=1 n=a#3 v=69
817 On ch=1 n=c#6 v=73
866 On ch=1 n=c#6 v=0
867 On ch=1 n=d5 v=73
867 On ch=1 n=f#5 v=73
905 On ch=1 n=a#3 v=0
932 On ch=1 n=b3 v=73
932 On ch=1 n=b2 v=65
981 On ch=1 n=f#3 v=69
1015 On ch=1 n=d5 v=0
1016 On ch=1 n=f#5 v=0
1039 On ch=1 n=b2 v=0
1042 On ch=1 n=d3 v=69
1044 On ch=1 n=g#5 v=77
1065 On ch=1 n=f#3 v=0
1070 On ch=1 n=b3 v=0
1084 On ch=1 n=g#5 v=0
1096 On ch=1 n=a#5 v=73
1097 On ch=1 n=c#5 v=61
1132 On ch=1 n=d3 v=0
1144 On ch=1 n=f#2 v=69
1145 On ch=1 n=f#3 v=61
1204 On ch=1 n=c#3 v=53
1248 On ch=1 n=a#5 v=0
1257 On ch=1 n=f#2 v=0
1260 On ch=1 n=c#3 v=0
1260 On ch=1 n=a#2 v=81
1261 On ch=1 n=f#5 v=81
1275 On ch=1 n=f#3 v=0
1296 On ch=1 n=c#5 v=0
1316 On ch=1 n=e5 v=61
1317 On ch=1 n=c#6 v=69
1317 On ch=1 n=e6 v=57
1354 On ch=1 n=f#5 v=0
1355 On ch=1 n=a#2 v=0
1370 On ch=1 n=e6 v=0
1372 On ch=1 n=c#6 v=0
1376 On ch=1 n=b2 v=69
1376 On ch=1 n=b3 v=65
1376 On ch=1 n=f#5 v=73
1428 On ch=1 n=e5 v=0
1430 On ch=1 n=f#5 v=0
1433 On ch=1 n=f#3 v=69
1433 On ch=1 n=d5 v=69
1433 On ch=1 n=b5 v=73
1434 On ch=1 n=d6 v=61
1481 On ch=1 n=d6 v=0
1483 On ch=1 n=d3 v=65
1484 On ch=1 n=f#5 v=77
1485 On ch=1 n=b5 v=0
1490 On ch=1 n=b2 v=0
1495 On ch=1 n=b3 v=0
1501 On ch=1 n=f#3 v=0
1540 On ch=1 n=f#5 v=0
1540 On ch=1 n=a#5 v=81
1541 On ch=1 n=c#6 v=69
1542 On ch=1 n=d5 v=0
1542 On ch=1 n=c#5 v=77
1543 On ch=1 n=d3 v=0
1589 On ch=1 n=f#4 v=73
1590 On ch=1 n=f#3 v=69
1651 On ch=1 n=c#4 v=61
1699 On ch=1 n=c#5 v=0
1703 On ch=1 n=a#5 v=0
1704 On ch=1 n=c#6 v=0
1707 On ch=1 n=f#4 v=0
1712 On ch=1 n=c#4 v=0
1712 On ch=1 n=f#3 v=0
1716 On ch=1 n=a#3 v=77
1716 On ch=1 n=f#5 v=69
1756 On ch=1 n=f#5 v=0
1770 On ch=1 n=e6 v=61
1772 On ch=1 n=a#3 v=0
1772 On ch=1 n=g5 v=53
1773 On ch=1 n=g6 v=65
1821 On ch=1 n=e4 v=69
1825 On ch=1 n=e3 v=61
1826 On ch=1 n=b5 v=69
1829 On ch=1 n=g6 v=0
1831 On ch=1 n=e6 v=0
1878 On ch=1 n=f#6 v=73
1880 On ch=1 n=f#5 v=73
1880 On ch=1 n=d6 v=73
1881 On ch=1 n=b5 v=0
1882 On ch=1 n=b3 v=81
1888 On ch=1 n=g5 v=0
1922 On ch=1 n=f#6 v=0
1927 On ch=1 n=d6 v=0
1928 On ch=1 n=b5 v=73
1930 On ch=1 n=e3 v=0
1931 On ch=1 n=g3 v=81
1933 On ch=1 n=e4 v=0
1937 On ch=1 n=b3 v=0
1981 On ch=1 n=b5 v=0
1981 On ch=1 n=f#5 v=0
1987 On ch=1 n=g3 v=0
1987 On ch=1 n=e6 v=73
1988 On ch=1 n=c#6 v=65
1988 On ch=1 n=e5 v=61
1989 On ch=1 n=a4 v=89
1990 On ch=1 n=a3 v=101
2038 On ch=1 n=c#6 v=0
2040 On ch=1 n=e6 v=0
2042 On ch=1 n=e5 v=0
2105 On ch=1 n=a5 v=93
2107 On ch=1 n=c#6 v=81
2107 On ch=1 n=e6 v=81
2109 On ch=1 n=a6 v=73
2119 On ch=1 n=a3 v=0
2120 On ch=1 n=a4 v=0
2159 On ch=1 n=e4 v=77
2184 On ch=1 n=f4 v=81
2188 On ch=1 n=e4 v=0
2205 On ch=1 n=f4 v=0
2207 On ch=1 n=g4 v=81
2230 On ch=1 n=f4 v=69
2231 On ch=1 n=g4 v=0
2232 On ch=1 n=f3 v=73
2286 On ch=1 n=c#6 v=0
2286 On ch=1 n=e6 v=0
2288 On ch=1 n=a6 v=0
2289 On ch=1 n=a5 v=0
2338 On ch=1 n=a6 v=81
2339 On ch=1 n=f6 v=81
2339 On ch=1 n=a5 v=85
2340 On ch=1 n=d6 v=81
2360 On ch=1 n=f4 v=0
2360 On ch=1 n=f3 v=0
2391 On ch=1 n=d4 v=85
2395 On ch=1 n=d3 v=65
2399 On ch=1 n=d3 v=0
2401 On ch=1 n=d4 v=0
2451 On ch=1 n=c#4 v=85
2452 On ch=1 n=c#3 v=81
2460 On ch=1 n=a6 v=0
2463 On ch=1 n=f6 v=0
2471 On ch=1 n=d6 v=0
2471 On ch=1 n=a5 v=0
2514 On ch=1 n=e6 v=65
2516 On ch=1 n=g5 v=61
2571 On ch=1 n=g5 v=0
2571 On ch=1 n=f6 v=65
2572 On ch=1 n=a5 v=69
2581 On ch=1 n=e6 v=0
2581 On ch=1 n=c#4 v=0
2617 On ch=1 n=c#3 v=0
2621 On ch=1 n=c#4 v=77
2625 On ch=1 n=e4 v=77
2626 On ch=1 n=a4 v=73
2626 On ch=1 n=g6 v=69
2627 On ch=1 n=a5 v=0
2627 On ch=1 n=f6 v=0
2628 On ch=1 n=a#5 v=69
2663 On ch=1 n=c#4 v=0
2673 On ch=1 n=e4 v=0
2676 On ch=1 n=g6 v=0
2676 On ch=1 n=a4 v=0
2680 On ch=1 n=a#5 v=0
2681 On ch=1 n=d4 v=85
2682 On ch=1 n=d3 v=81
2738 On ch=1 n=f6 v=73
2740 On ch=1 n=a5 v=69
2767 On ch=1 n=d4 v=0
2781 On ch=1 n=d3 v=0
2791 On ch=1 n=a5 v=0
2794 On ch=1 n=c#6 v=69
2795 On ch=1 n=f6 v=0
2797 On ch=1 n=e5 v=53
2849 On ch=1 n=e5 v=0
2849 On ch=1 n=g#4 v=73
2850 On ch=1 n=d4 v=81
2850 On ch=1 n=b4 v=81
2850 On ch=1 n=d6 v=73
2852 On ch=1 n=c#6 v=0
2855 On ch=1 n=f5 v=61
2907 On ch=1 n=f5 v=0
2907 On ch=1 n=d6 v=0
2908 On ch=1 n=d4 v=0
2908 On ch=1 n=a3 v=73
2909 On ch=1 n=g#4 v=0
2909 On ch=1 n=b4 v=0
2909 On ch=1 n=a2 v=77
2962 On ch=1 n=e5 v=65
2963 On ch=1 n=e6 v=61
2963 On ch=1 n=c#6 v=69
3018 On ch=1 n=g#5 v=69
3022 On ch=1 n=e5 v=0
3026 On ch=1 n=c#6 v=0
3031 On ch=1 n=e6 v=0
3072 On ch=1 n=g#5 v=0
3074 On ch=1 n=c#3 v=69
3075 On ch=1 n=a3 v=0
3077 On ch=1 n=a5 v=65
3081 On ch=1 n=a2 v=0
3106 On ch=1 n=a5 v=0
3123 On ch=1 n=c#3 v=0
3129 On ch=1 n=d3 v=69
3129 On ch=1 n=d4 v=73
3184 On ch=1 n=g5 v=61
3186 On ch=1 n=e6 v=61
3188 On ch=1 n=g6 v=65
3245 On ch=1 n=g6 v=0
3246 On ch=1 n=e6 v=0
3247 On ch=1 n=a5 v=57
3249 On ch=1 n=g5 v=0
3290 On ch=1 n=d4 v=0
3295 On ch=1 n=d3 v=0
3295 On ch=1 n=g#3 v=65
3302 On ch=1 n=a5 v=0
3303 On ch=1 n=f5 v=65
3305 On ch=1 n=f6 v=65
3305 On ch=1 n=d6 v=69
3324 On ch=1 n=f5 v=0
3327 On ch=1 n=f6 v=0
3328 On ch=1 n=d6 v=0
3338 On ch=1 n=g#3 v=0
3350 On ch=1 n=a3 v=69
3350 On ch=1 n=a4 v=81
3421 On ch=1 n=c#6 v=65
3422 On ch=1 n=e5 v=57
