MFile 0 1 480
MTrk
0 TimeSig 4/4 24 8
0 Tempo 428571
0 Par ch=1 c=0 v=0
0 Par ch=1 c=32 v=0
0 PrCh ch=1 p=0
0 Par ch=1 c=0 v=0
0 Par ch=1 c=32 v=0
0 PrCh ch=1 p=0
260 Par ch=1 c=64 v=127
260 Par ch=1 c=64 v=127
264 Par ch=1 c=64 v=127
1920 Tempo 465116
1920 Par ch=1 c=7 v=64
1920 On ch=1 n=d#4 v=127
1920 On ch=1 n=d#3 v=127
1960 Tempo 454545
1960 Par ch=1 c=7 v=65
2000 Par ch=1 c=7 v=66
2040 Tempo 451128
2040 Par ch=1 c=7 v=68
2080 On ch=1 n=d#3 v=0
2080 On ch=1 n=d#4 v=0
2080 Tempo 447761
2080 Par ch=1 c=7 v=69
2080 On ch=1 n=a#4 v=82
2080 On ch=1 n=a#3 v=82
2120 Par ch=1 c=7 v=70
2160 Par ch=1 c=7 v=72
2200 Par ch=1 c=7 v=73
2240 On ch=1 n=a#3 v=0
2240 On ch=1 n=a#4 v=0
2240 Par ch=1 c=7 v=74
2240 On ch=1 n=f#4 v=82
2240 On ch=1 n=f#3 v=82
2280 Par ch=1 c=7 v=76
2320 Par ch=1 c=7 v=77
2360 Par ch=1 c=7 v=78
2368 Par ch=1 c=64 v=0
2372 Par ch=1 c=64 v=0
2372 Par ch=1 c=64 v=0
2400 On ch=1 n=f#3 v=0
2400 On ch=1 n=f#4 v=0
2400 Par ch=1 c=7 v=80
2400 On ch=1 n=b4 v=127
2400 On ch=1 n=b3 v=127
2440 Par ch=1 c=7 v=81
2480 Par ch=1 c=7 v=82
2496 Par ch=1 c=64 v=127
2496 Par ch=1 c=64 v=127
2496 Par ch=1 c=64 v=127
2520 Par ch=1 c=7 v=84
2560 On ch=1 n=b3 v=0
2560 On ch=1 n=b4 v=0
2560 Par ch=1 c=7 v=85
2560 On ch=1 n=d#4 v=82
2560 On ch=1 n=d#3 v=82
2600 Par ch=1 c=7 v=86
