MFile 1 3 240
MTrk
0 TimeSig 3/4 24 8
0 KeySig 0 major
0 Tempo 416667
0 Meta TrkEnd
TrkEnd
MTrk
0 Meta 0x21 00
0 Meta TrkName "Piano"
0 PrCh ch=1 p=0
0 Par ch=1 c=7 v=127
0 Par ch=1 c=10 v=72
0 On ch=1 n=c#6 v=73
0 On ch=1 n=e6 v=73
30 On ch=1 n=e6 v=0
30 On ch=1 n=c#6 v=0
30 On ch=1 n=b5 v=73
30 On ch=1 n=d6 v=73
156 On ch=1 n=d6 v=0
160 On ch=1 n=b5 v=0
240 On ch=1 n=b5 v=73
240 On ch=1 n=d6 v=73
360 On ch=1 n=d6 v=0
360 On ch=1 n=b5 v=0
360 On ch=1 n=c#6 v=73
360 On ch=1 n=e6 v=73
480 On ch=1 n=e6 v=0
480 On ch=1 n=c#6 v=0
480 On ch=1 n=b5 v=73
480 On ch=1 n=d6 v=73
720 On ch=1 n=d6 v=0
720 On ch=1 n=b5 v=0
720 On ch=1 n=a#5 v=73
720 On ch=1 n=c#6 v=73
960 On ch=1 n=c#6 v=0
960 On ch=1 n=a#5 v=0
960 On ch=1 n=b5 v=73
960 On ch=1 n=d6 v=73
1200 On ch=1 n=d6 v=0
1200 On ch=1 n=b5 v=0
1200 On ch=1 n=c#6 v=73
1200 On ch=1 n=e6 v=73
1440 On ch=1 n=e6 v=0
1440 On ch=1 n=c#6 v=0
1440 On ch=1 n=e6 v=73
1440 On ch=1 n=g6 v=73
1470 On ch=1 n=g6 v=0
1470 On ch=1 n=e6 v=0
1470 On ch=1 n=f#6 v=73
1470 On ch=1 n=d6 v=73
1596 On ch=1 n=d6 v=0
1596 On ch=1 n=f#6 v=0
1680 On ch=1 n=d6 v=73
1680 On ch=1 n=f#6 v=73
1800 On ch=1 n=f#6 v=0
1800 On ch=1 n=d6 v=0
1800 On ch=1 n=e6 v=73
1800 On ch=1 n=g6 v=73
1920 On ch=1 n=g6 v=0
1920 On ch=1 n=e6 v=0
1920 On ch=1 n=f#6 v=73
1920 On ch=1 n=d6 v=73
2160 On ch=1 n=d6 v=0
2160 On ch=1 n=c#6 v=73
2880 On ch=1 n=c#6 v=0
2880 On ch=1 n=f#6 v=0
2880 On ch=1 n=c#6 v=73
2880 On ch=1 n=g#6 v=73
2910 On ch=1 n=g#6 v=0
2910 On ch=1 n=f#6 v=73
3024 On ch=1 n=c#6 v=0
3036 On ch=1 n=f#6 v=0
3120 On ch=1 n=c#6 v=73
3120 On ch=1 n=f#6 v=73
3240 On ch=1 n=f#6 v=0
3240 On ch=1 n=g#6 v=73
3360 On ch=1 n=g#6 v=0
3360 On ch=1 n=f#6 v=73
3600 On ch=1 n=f#6 v=0
3600 On ch=1 n=c#6 v=0
3600 On ch=1 n=f6 v=73
3600 On ch=1 n=g#6 v=73
3840 On ch=1 n=g#6 v=0
3840 On ch=1 n=f6 v=0
3840 On ch=1 n=f#6 v=73
3840 On ch=1 n=a6 v=73
4080 On ch=1 n=a6 v=0
4080 On ch=1 n=f#6 v=0
4080 On ch=1 n=g#6 v=73
4080 On ch=1 n=b6 v=73
4320 On ch=1 n=b6 v=0
4320 On ch=1 n=g#6 v=0
4320 On ch=1 n=b6 v=73
4320 On ch=1 n=d7 v=73
4350 On ch=1 n=d7 v=0
4350 On ch=1 n=b6 v=0
4350 On ch=1 n=c#7 v=73
4350 On ch=1 n=a6 v=73
4476 On ch=1 n=a6 v=0
4476 On ch=1 n=c#7 v=0
4560 On ch=1 n=a6 v=73
