MFile 1 2 120
MTrk
0 TimeSig 4/4 24 8
0 Tempo 600000
0 Meta TrkEnd
TrkEnd
MTrk
0 Meta Text "Piano     "
150 On ch=1 n=d#5 v=29
312 Par ch=1 c=64 v=127
323 On ch=1 n=g#3 v=25
347 Off ch=1 n=g#3 v=64
359 Off ch=1 n=d#5 v=64
473 On ch=1 n=g#5 v=45
476 On ch=1 n=d#5 v=26
569 On ch=1 n=b4 v=36
574 On ch=1 n=g#4 v=27
631 Off ch=1 n=d#5 v=64
651 Off ch=1 n=b4 v=64
655 On ch=1 n=b5 v=53
660 Off ch=1 n=g#4 v=64
661 On ch=1 n=d#4 v=22
670 Off ch=1 n=d#4 v=64
674 Off ch=1 n=g#5 v=64
739 Par ch=1 c=64 v=0
746 On ch=1 n=g#3 v=28
770 Par ch=1 c=64 v=127
780 Off ch=1 n=g#3 v=64
856 On ch=1 n=a#5 v=48
860 On ch=1 n=d#5 v=27
863 Off ch=1 n=b5 v=64
868 Par ch=1 c=64 v=0
880 Par ch=1 c=64 v=127
925 Off ch=1 n=d#5 v=64
965 On ch=1 n=c#5 v=33
973 On ch=1 n=g4 v=22
977 Par ch=1 c=64 v=0
1002 Par ch=1 c=64 v=127
1049 On ch=1 n=g5 v=53
1052 On ch=1 n=d#4 v=36
1055 Off ch=1 n=g4 v=64
1061 Off ch=1 n=a#5 v=64
1061 Off ch=1 n=c#5 v=64
1064 Off ch=1 n=d#4 v=64
1131 Par ch=1 c=64 v=0
1141 On ch=1 n=g#3 v=30
1156 Par ch=1 c=64 v=127
1177 Off ch=1 n=g#3 v=64
1232 Off ch=1 n=g5 v=64
1235 On ch=1 n=g#5 v=57
1235 On ch=1 n=d#5 v=41
1308 On ch=1 n=g#4 v=39
1309 On ch=1 n=b4 v=43
1310 Off ch=1 n=d#5 v=64
1316 Par ch=1 c=64 v=0
1334 Par ch=1 c=64 v=127
1385 On ch=1 n=a#5 v=64
1386 On ch=1 n=d#4 v=36
1389 Off ch=1 n=g#4 v=64
1397 Off ch=1 n=d#4 v=64
1400 Off ch=1 n=g#5 v=64
1422 Off ch=1 n=b4 v=64
1463 Par ch=1 c=64 v=0
1465 On ch=1 n=g3 v=48
1493 Par ch=1 c=64 v=127
1496 Off ch=1 n=g3 v=64
1530 Off ch=1 n=a#5 v=64
1559 On ch=1 n=b5 v=61
1561 On ch=1 n=e5 v=48
1636 Off ch=1 n=e5 v=64
1639 On ch=1 n=b4 v=48
1641 On ch=1 n=c#5 v=43
1663 Off ch=1 n=b4 v=64
1673 Off ch=1 n=b5 v=64
1678 Off ch=1 n=c#5 v=64
1720 On ch=1 n=c#6 v=53
1725 On ch=1 n=e4 v=43
1741 Off ch=1 n=e4 v=64
1826 On ch=1 n=f#3 v=34
1830 Par ch=1 c=64 v=0
1860 Par ch=1 c=64 v=127
1873 Off ch=1 n=f#3 v=64
1923 Off ch=1 n=c#6 v=64
