MFile 0 1 480
MTrk
0 TimeSig 4/4 24 8
0 KeySig 0 major
0 Tempo 500000
0 SysEx f0 7e 7f 09 01 f7
0 PrCh ch=1 p=0
0 PrCh ch=2 p=0
2005 On ch=1 n=e4 v=125
2047 On ch=1 n=e4 v=0
2167 On ch=1 n=e4 v=127
2772 Par ch=1 c=64 v=127
2772 Par ch=2 c=64 v=127
3555 Par ch=1 c=64 v=0
3555 Par ch=2 c=64 v=0
4277 On ch=1 n=d#4 v=125
4332 On ch=1 n=e4 v=0
4670 On ch=1 n=c4 v=125
4752 On ch=1 n=d#4 v=0
4952 On ch=1 n=b3 v=127
5015 On ch=1 n=c4 v=0
5175 On ch=1 n=e4 v=127
5227 On ch=1 n=b3 v=0
5322 On ch=1 n=d#4 v=127
5407 On ch=1 n=e4 v=0
5482 On ch=1 n=f4 v=127
5537 On ch=1 n=d#4 v=0
5617 On ch=1 n=f4 v=0
5625 On ch=1 n=e4 v=127
5795 On ch=1 n=a4 v=126
5845 On ch=1 n=e4 v=0
5902 On ch=1 n=g#4 v=124
5985 On ch=1 n=a4 v=0
6050 On ch=1 n=f4 v=122
6102 On ch=1 n=g#4 v=0
6150 On ch=1 n=e4 v=123
6192 On ch=1 n=f4 v=0
6297 On ch=1 n=a4 v=126
6352 On ch=1 n=e4 v=0
6400 On ch=1 n=g#4 v=127
6452 On ch=1 n=a4 v=0
6540 On ch=1 n=g#4 v=0
6540 On ch=1 n=c5 v=127
6660 On ch=1 n=b4 v=127
6702 On ch=1 n=c5 v=0
6770 On ch=1 n=e5 v=127
6805 On ch=1 n=b4 v=0
8860 On ch=1 n=e5 v=0
8870 On ch=1 n=d#5 v=126
9232 On ch=1 n=c5 v=124
9292 On ch=1 n=d#5 v=0
9520 On ch=1 n=b4 v=127
9554 On ch=1 n=c5 v=0
9752 On ch=1 n=e5 v=127
9762 On ch=1 n=b4 v=0
11902 On ch=1 n=d#5 v=106
11959 On ch=1 n=e5 v=0
12359 On ch=1 n=c5 v=99
12487 On ch=1 n=d#5 v=0
12737 On ch=1 n=b4 v=98
12811 On ch=1 n=c5 v=0
13069 On ch=1 n=e5 v=103
13119 On ch=1 n=b4 v=0
13392 On ch=1 n=d#5 v=98
13471 On ch=1 n=e5 v=0
13699 On ch=1 n=f5 v=95
13702 On ch=1 n=d#5 v=0
14019 On ch=1 n=f5 v=0
14029 On ch=1 n=e5 v=98
14347 On ch=2 n=a5 v=56
14444 On ch=1 n=e5 v=0
14854 On ch=2 n=g#5 v=52
14977 On ch=2 n=a5 v=0
15389 On ch=2 n=c6 v=55
15549 On ch=2 n=g#5 v=0
16157 Par ch=1 c=67 v=127
16157 Par ch=2 c=67 v=127
16367 On ch=2 n=b5 v=52
16426 On ch=2 n=c6 v=0
17089 Par ch=1 c=64 v=127
17089 Par ch=2 c=64 v=127
17597 On ch=1 n=a3 v=64
17689 On ch=1 n=e4 v=63
17857 On ch=1 n=c5 v=60
17919 Par ch=1 c=64 v=0
17919 Par ch=2 c=64 v=0
17999 On ch=1 n=e5 v=58
18144 On ch=2 n=a5 v=57
18222 On ch=2 n=b5 v=0
18262 On ch=2 n=e6 v=64
18542 Par ch=1 c=64 v=127
18542 Par ch=2 c=64 v=127
18757 On ch=1 n=a3 v=0
18821 On ch=1 n=e4 v=0
18939 On ch=1 n=e5 v=0
18944 On ch=1 n=c5 v=0
19422 On ch=1 n=c5 v=52
19422 On ch=1 n=e5 v=52
19811 On ch=2 n=a5 v=0
20607 On ch=2 n=d#6 v=55
20659 On ch=2 n=e6 v=0
21044 On ch=2 n=c6 v=52
21067 On ch=2 n=d#6 v=0
21327 On ch=1 n=c5 v=0
21417 On ch=2 n=b5 v=52
21469 On ch=2 n=c6 v=0
21707 On ch=1 n=c5 v=55
21714 On ch=1 n=e4 v=55
21732 Par ch=1 c=64 v=0
21732 Par ch=2 c=64 v=0
21779 On ch=2 n=c6 v=56
21872 On ch=2 n=b5 v=0
22174 On ch=2 n=b5 v=52
22216 On ch=2 n=c6 v=0
22409 Par ch=1 c=67 v=0
22409 Par ch=2 c=67 v=0
22456 On ch=2 n=b5 v=0
22472 On ch=2 n=a5 v=52
22567 On ch=1 n=e5 v=0
22569 On ch=1 n=c5 v=0
22692 On ch=1 n=c5 v=52
22704 On ch=1 n=e5 v=52
22842 Par ch=1 c=64 v=127
22842 Par ch=2 c=64 v=127
23176 On ch=1 n=e5 v=0
23366 On ch=1 n=e4 v=0
23449 On ch=1 n=c5 v=0
23837 On ch=1 n=a3 v=93
23977 On ch=1 n=e4 v=91
24059 On ch=1 n=a3 v=0
24084 On ch=1 n=c5 v=89
24109 On ch=1 n=e4 v=0
24239 On ch=2 n=a5 v=0
24249 On ch=1 n=c5 v=0
24257 On ch=1 n=e5 v=87
24344 On ch=2 n=a5 v=91
24479 On ch=2 n=e6 v=123
25124 On ch=1 n=e5 v=0
25419 On ch=1 n=e5 v=90
25429 On ch=1 n=c5 v=90
26272 On ch=2 n=d#6 v=127
26319 On ch=2 n=e6 v=0
26682 Par ch=1 c=67 v=127
26682 Par ch=2 c=67 v=127
26797 On ch=2 n=c6 v=124
26827 On ch=2 n=d#6 v=0
27187 On ch=2 n=b5 v=127
27226 On ch=2 n=a5 v=0
27247 On ch=2 n=c6 v=0
27319 On ch=2 n=b5 v=0
27366 On ch=1 n=c5 v=0
27424 On ch=2 n=b5 v=92
27519 On ch=2 n=d#6 v=93
27536 On ch=2 n=b5 v=0
27569 Par ch=1 c=64 v=0
27569 Par ch=2 c=64 v=0
27599 On ch=2 n=c6 v=112
27604 On ch=1 n=c5 v=95
27607 On ch=1 n=e4 v=95
27609 On ch=2 n=d#6 v=0
27879 On ch=2 n=c6 v=0
27899 On ch=2 n=b5 v=111
28099 On ch=2 n=b5 v=0
28117 On ch=2 n=a5 v=113
28224 On ch=1 n=e5 v=0
28226 On ch=1 n=c5 v=0
28357 On ch=1 n=e5 v=83
28357 On ch=1 n=c5 v=83
28394 Par ch=1 c=67 v=0
28394 Par ch=2 c=67 v=0
28409 Par ch=1 c=64 v=127
28409 Par ch=2 c=64 v=127
28774 On ch=1 n=e5 v=0
28779 On ch=1 n=c5 v=0
28857 On ch=1 n=e4 v=0
28932 On ch=2 n=a5 v=0
29134 On ch=1 n=a3 v=125
29237 On ch=1 n=e4 v=127
29306 On ch=1 n=a3 v=0
29324 On ch=1 n=c5 v=127
29324 On ch=1 n=e5 v=127
29324 On ch=2 n=a5 v=127
29324 On ch=2 n=e6 v=127
29359 On ch=2 n=e6 v=0
29359 On ch=1 n=c5 v=0
29364 On ch=1 n=e5 v=0
29366 On ch=2 n=a5 v=0
29377 On ch=1 n=e4 v=0
29474 On ch=1 n=e5 v=127
29474 On ch=2 n=a5 v=127
29484 On ch=2 n=e6 v=127
30194 On ch=1 n=e4 v=90
30266 On ch=1 n=e5 v=0
30269 On ch=2 n=e6 v=0
30276 On ch=2 n=a5 v=0
30294 On ch=1 n=c5 v=92
30329 On ch=1 n=e4 v=0
30391 On ch=2 n=a5 v=127
30401 On ch=2 n=e6 v=127
30408 On ch=1 n=e5 v=117
30413 On ch=1 n=c5 v=0
30771 Par ch=1 c=64 v=0
30771 Par ch=2 c=64 v=0
30848 On ch=1 n=a3 v=115
30938 On ch=2 n=a5 v=0
31086 On ch=1 n=d#4 v=112
31091 Par ch=1 c=64 v=127
31091 Par ch=2 c=64 v=127
31138 On ch=1 n=e5 v=0
31140 On ch=1 n=a3 v=0
31161 On ch=2 n=e6 v=0
31198 On ch=1 n=c5 v=113
31243 On ch=1 n=d#4 v=0
31283 On ch=1 n=c5 v=0
31318 On ch=2 n=a5 v=127
31321 On ch=1 n=f#5 v=127
31321 On ch=2 n=c6 v=127
31321 On ch=2 n=f#6 v=127
32188 On ch=2 n=f#6 v=0
32196 On ch=1 n=f#5 v=0
32506 Par ch=1 c=64 v=0
