MFile 1 2 480
MTrk
0 Tempo 500000
0 TimeSig 4/8 24 8
0 Meta TrkEnd
TrkEnd
MTrk
0 SeqSpec 43 00 01 00
0 Meta TrkName "<Master Volume>"
0 Meta 0x21 00
0 SysEx f0 41 10 42 12 40 00 7f 00 41 f7
0 SysEx f0 41 10 42 12 40 00 04 64 58 f7
192 Meta Text "<Master Reverve>"
192 SysEx f0 41 10 42 12 40 01 30 03 0c f7
192 SysEx f0 41 10 42 12 40 01 33 50 3c f7
192 SysEx f0 41 10 42 12 40 01 34 3c 4f f7
576 Par ch=1 c=0 v=0
580 Par ch=1 c=32 v=1
584 PrCh ch=1 p=0
780 Par ch=1 c=7 v=100
972 Par ch=1 c=11 v=80
1164 Par ch=1 c=10 v=64
1356 Par ch=1 c=1 v=0
1356 Meta Text "<part reverve>"
1356 Par ch=1 c=91 v=90
1452 Par ch=1 c=99 v=1
1456 Par ch=1 c=98 v=32
1460 Par ch=1 c=6 v=62
1464 Par ch=1 c=99 v=1
1468 Par ch=1 c=98 v=33
1472 Par ch=1 c=6 v=54
1476 Par ch=1 c=99 v=1
1480 Par ch=1 c=98 v=99
1484 Par ch=1 c=6 v=62
1488 Par ch=1 c=99 v=1
1492 Par ch=1 c=98 v=100
1496 Par ch=1 c=6 v=60
1500 Par ch=1 c=99 v=1
1504 Par ch=1 c=98 v=102
1508 Par ch=1 c=6 v=70
2380 Par ch=1 c=64 v=63
2384 On ch=1 n=f#6 v=93
2392 Par ch=1 c=64 v=127
2392 On ch=1 n=c#6 v=60
2398 On ch=1 n=f#5 v=65
2488 On ch=1 n=c#6 v=0
2506 On ch=1 n=a5 v=54
2546 On ch=1 n=f#5 v=0
2618 On ch=1 n=a5 v=0
2648 On ch=1 n=c#6 v=72
2688 On ch=1 n=f#6 v=0
2736 On ch=1 n=a5 v=45
2754 On ch=1 n=c#6 v=0
2832 On ch=1 n=a5 v=0
2944 On ch=1 n=c#5 v=64
2950 On ch=1 n=g#5 v=39
2958 On ch=1 n=c#6 v=92
2972 Par ch=1 c=64 v=63
2990 Par ch=1 c=64 v=127
3030 On ch=1 n=g#5 v=0
3084 On ch=1 n=e5 v=52
3208 On ch=1 n=e5 v=0
3246 On ch=1 n=g#5 v=66
3302 On ch=1 n=c#6 v=0
3302 On ch=1 n=e5 v=56
3336 On ch=1 n=g#5 v=0
3412 On ch=1 n=e5 v=0
3432 On ch=1 n=g#5 v=70
3486 On ch=1 n=g#5 v=0
3528 On ch=1 n=e5 v=59
3624 On ch=1 n=g#5 v=83
3628 On ch=1 n=e5 v=0
3706 On ch=1 n=g#5 v=0
3726 On ch=1 n=e5 v=52
3786 On ch=1 n=e5 v=0
3800 On ch=1 n=g#5 v=75
3866 On ch=1 n=g#5 v=0
3870 On ch=1 n=c#5 v=0
3884 On ch=1 n=e5 v=67
3978 On ch=1 n=e5 v=0
3980 On ch=1 n=g#5 v=89
4076 On ch=1 n=e5 v=71
4078 On ch=1 n=g#5 v=0
4150 On ch=1 n=f#5 v=85
4162 On ch=1 n=e5 v=0
4172 On ch=1 n=b4 v=65
4176 On ch=1 n=b5 v=94
4198 Par ch=1 c=64 v=63
4200 Par ch=1 c=64 v=127
4214 On ch=1 n=f#5 v=0
4274 On ch=1 n=b5 v=0
4288 On ch=1 n=d5 v=70
4342 On ch=1 n=b4 v=0
4346 On ch=1 n=c#5 v=87
4362 On ch=1 n=d5 v=0
4392 On ch=1 n=c#6 v=99
4440 On ch=1 n=c#5 v=0
4468 On ch=1 n=d5 v=59
4512 On ch=1 n=c#6 v=0
4538 On ch=1 n=d5 v=0
4586 On ch=1 n=d6 v=103
4586 On ch=1 n=d5 v=100
4620 On ch=1 n=a5 v=58
4626 Par ch=1 c=64 v=63
4664 Par ch=1 c=64 v=127
4690 On ch=1 n=f#5 v=78
4728 On ch=1 n=a5 v=0
4778 On ch=1 n=a5 v=54
4780 On ch=1 n=f#5 v=0
4836 On ch=1 n=d6 v=0
4854 On ch=1 n=f#5 v=75
4858 On ch=1 n=a5 v=0
4962 On ch=1 n=f#5 v=0
4970 On ch=1 n=e6 v=103
4978 On ch=1 n=e5 v=90
4982 On ch=1 n=b5 v=79
4996 On ch=1 n=d5 v=0
5058 On ch=1 n=b5 v=0
5072 On ch=1 n=g#5 v=86
5074 On ch=1 n=e6 v=0
5154 On ch=1 n=f#5 v=90
5166 On ch=1 n=f#6 v=113
5168 On ch=1 n=g#5 v=0
5190 On ch=1 n=e5 v=0
5260 On ch=1 n=a5 v=90
5266 On ch=1 n=f#6 v=0
5302 On ch=1 n=f#5 v=0
5336 On ch=1 n=g#5 v=65
5340 On ch=1 n=a5 v=0
5344 Par ch=1 c=64 v=63
5360 On ch=1 n=g#6 v=114
5374 On ch=1 n=c#6 v=76
5422 Par ch=1 c=64 v=127
5456 On ch=1 n=a5 v=84
5520 On ch=1 n=c#6 v=0
5550 On ch=1 n=a5 v=0
5564 On ch=1 n=g#5 v=0
5566 On ch=1 n=c#6 v=88
5648 On ch=1 n=a5 v=86
5662 On ch=1 n=g#6 v=0
5696 On ch=1 n=c#6 v=0
5758 On ch=1 n=a5 v=0
5768 On ch=1 n=e6 v=98
5784 On ch=1 n=e5 v=70
5788 On ch=1 n=c#6 v=75
5798 Par ch=1 c=64 v=63
5828 Par ch=1 c=64 v=0
5856 Par ch=1 c=64 v=63
5880 On ch=1 n=a5 v=80
5882 On ch=1 n=c#6 v=0
5900 Par ch=1 c=64 v=127
5974 On ch=1 n=e5 v=0
5998 On ch=1 n=a5 v=0
5998 On ch=1 n=c#6 v=78
6004 On ch=1 n=e6 v=0
6106 On ch=1 n=a5 v=62
6124 On ch=1 n=c#6 v=0
6220 On ch=1 n=g#5 v=65
6232 On ch=1 n=a5 v=0
6240 On ch=1 n=c#6 v=72
6258 On ch=1 n=g#6 v=93
6276 Par ch=1 c=64 v=63
6306 Par ch=1 c=64 v=0
6318 Par ch=1 c=64 v=63
6368 Par ch=1 c=64 v=127
6422 On ch=1 n=c#6 v=0
6432 On ch=1 n=a5 v=51
6496 On ch=1 n=g#5 v=0
6520 On ch=1 n=g#6 v=0
6686 On ch=1 n=c#6 v=63
6814 On ch=1 n=a5 v=0
6870 Par ch=1 c=67 v=127
6910 On ch=1 n=c#6 v=0
7006 On ch=1 n=c#6 v=45
7022 On ch=1 n=f#5 v=60
7074 Par ch=1 c=64 v=63
7076 On ch=1 n=f#6 v=84
7090 Par ch=1 c=64 v=127
7162 On ch=1 n=c#6 v=0
7208 On ch=1 n=a5 v=43
7224 On ch=1 n=f#6 v=0
7228 On ch=1 n=f#5 v=0
7300 On ch=1 n=a5 v=0
7314 On ch=1 n=c#6 v=69
7394 On ch=1 n=c#6 v=0
7406 On ch=1 n=a5 v=48
7462 On ch=1 n=a5 v=0
7550 On ch=1 n=g#5 v=49
7556 On ch=1 n=c#5 v=67
7574 On ch=1 n=c#6 v=86
7590 Par ch=1 c=64 v=63
7612 Par ch=1 c=64 v=127
7618 On ch=1 n=g#5 v=0
7662 On ch=1 n=e5 v=56
7734 On ch=1 n=c#6 v=0
7800 On ch=1 n=g#5 v=85
7806 On ch=1 n=e5 v=0
7890 On ch=1 n=e5 v=47
7892 On ch=1 n=g#5 v=0
7980 On ch=1 n=e5 v=0
7984 On ch=1 n=g#5 v=63
8038 On ch=1 n=g#5 v=0
8092 On ch=1 n=e5 v=51
8120 On ch=1 n=c#5 v=0
8188 On ch=1 n=g#5 v=78
8190 On ch=1 n=e5 v=0
8272 On ch=1 n=g#5 v=0
8300 On ch=1 n=e5 v=44
8362 On ch=1 n=g#5 v=70
8370 On ch=1 n=e5 v=0
8416 On ch=1 n=g#5 v=0
8464 On ch=1 n=e5 v=48
8556 On ch=1 n=g#5 v=80
8568 On ch=1 n=e5 v=0
8642 On ch=1 n=g#5 v=0
8652 On ch=1 n=e5 v=57
8724 On ch=1 n=f#5 v=84
8744 On ch=1 n=e5 v=0
8748 On ch=1 n=b5 v=86
8748 On ch=1 n=b4 v=65
8770 Par ch=1 c=64 v=63
8788 Par ch=1 c=64 v=127
8800 On ch=1 n=f#5 v=0
8842 On ch=1 n=b5 v=0
8858 On ch=1 n=d5 v=84
8910 On ch=1 n=b4 v=0
8928 On ch=1 n=c#5 v=86
8950 On ch=1 n=d5 v=0
8970 On ch=1 n=c#6 v=100
9016 On ch=1 n=c#5 v=0
9072 On ch=1 n=d5 v=31
9088 On ch=1 n=c#6 v=0
9126 On ch=1 n=d5 v=0
9172 On ch=1 n=d6 v=106
9176 On ch=1 n=d5 v=100
9196 On ch=1 n=a5 v=68
9228 Par ch=1 c=64 v=63
9270 Par ch=1 c=64 v=127
9290 On ch=1 n=f#5 v=50
9306 On ch=1 n=a5 v=0
9348 On ch=1 n=a5 v=69
9352 On ch=1 n=f#5 v=0
9414 On ch=1 n=d6 v=0
9434 On ch=1 n=f#5 v=79
9440 On ch=1 n=a5 v=0
9544 On ch=1 n=f#5 v=0
9552 On ch=1 n=e6 v=98
