MFile 0 1 480
MTrk
0 SMPTE 96 0 0 0 0
0 TimeSig 4/4 24 8
0 KeySig 0 major
0 Tempo 500000
0 Par ch=1 c=64 v=127
0 Par ch=1 c=64 v=0
0 Par ch=1 c=64 v=127
0 On ch=1 n=c#6 v=21
322 On ch=1 n=c6 v=29
338 On ch=1 n=d#3 v=15
370 Par ch=1 c=64 v=0
380 Off ch=1 n=c#6 v=64
590 On ch=1 n=f#5 v=17
632 Par ch=1 c=64 v=127
682 Off ch=1 n=c6 v=64
748 Off ch=1 n=d#3 v=64
790 On ch=1 n=c5 v=38
884 Off ch=1 n=c5 v=64
914 Off ch=1 n=f#5 v=64
948 On ch=1 n=c6 v=48
1164 On ch=1 n=a#5 v=44
1166 Off ch=1 n=c6 v=64
1169 Par ch=1 c=64 v=0
1180 On ch=1 n=c#3 v=31
1384 On ch=1 n=f5 v=29
1384 Par ch=1 c=64 v=127
1390 Off ch=1 n=c#3 v=64
1508 Off ch=1 n=f5 v=64
1554 On ch=1 n=a#4 v=27
1618 Off ch=1 n=a#4 v=64
1746 On ch=1 n=e4 v=45
1848 Off ch=1 n=e4 v=64
1936 On ch=1 n=f4 v=63
2094 On ch=1 n=a#4 v=27
2122 Par ch=1 c=64 v=0
2292 Par ch=1 c=64 v=127
2324 On ch=1 n=f5 v=35
2336 Off ch=1 n=f4 v=64
2336 Off ch=1 n=a#4 v=64
2348 Off ch=1 n=a#5 v=64
2468 Off ch=1 n=f5 v=64
2536 On ch=1 n=a#5 v=72
2790 On ch=1 n=c6 v=66
2792 On ch=1 n=d#3 v=21
2844 Par ch=1 c=64 v=0
2864 Off ch=1 n=a#5 v=64
3004 On ch=1 n=f#5 v=39
3106 Par ch=1 c=64 v=127
3194 On ch=1 n=c5 v=55
3250 Off ch=1 n=c5 v=64
3258 Off ch=1 n=f#5 v=64
3294 Off ch=1 n=d#3 v=64
3308 Off ch=1 n=c6 v=64
3386 On ch=1 n=c6 v=63
3598 Par ch=1 c=64 v=0
3598 On ch=1 n=f6 v=67
3601 On ch=1 n=c#3 v=23
3642 Off ch=1 n=c6 v=64
3794 On ch=1 n=a#5 v=46
3836 Off ch=1 n=c#3 v=64
3842 Par ch=1 c=64 v=127
4044 On ch=1 n=f5 v=41
4056 Off ch=1 n=a#5 v=64
4158 Off ch=1 n=f5 v=64
4246 On ch=1 n=a4 v=39
4376 Off ch=1 n=a4 v=64
4432 On ch=1 n=a#4 v=47
4630 On ch=1 n=f5 v=57
4692 Off ch=1 n=a#4 v=64
4714 Off ch=1 n=f6 v=64
4728 Off ch=1 n=f5 v=64
4810 On ch=1 n=a#5 v=63
4856 Off ch=1 n=a#5 v=64
4992 On ch=1 n=f6 v=91
5250 On ch=1 n=g#6 v=84
5272 Par ch=1 c=64 v=0
5274 On ch=1 n=a#2 v=39
5334 Off ch=1 n=f6 v=64
5566 On ch=1 n=c#6 v=37
5596 Par ch=1 c=64 v=127
5668 Off ch=1 n=a#2 v=64
5686 Off ch=1 n=g#6 v=64
5768 Off ch=1 n=c#6 v=64
5792 On ch=1 n=g#5 v=41
5870 Off ch=1 n=g#5 v=64
6024 On ch=1 n=g#6 v=66
6210 Par ch=1 c=64 v=0
6252 On ch=1 n=f#6 v=52
6254 On ch=1 n=d#3 v=28
6274 Off ch=1 n=g#6 v=64
6460 On ch=1 n=c#6 v=30
6494 Off ch=1 n=d#3 v=64
6502 Par ch=1 c=64 v=127
6556 Off ch=1 n=c#6 v=64
6628 On ch=1 n=f#5 v=25
6718 Off ch=1 n=f#5 v=64
6824 On ch=1 n=a4 v=31
6918 Off ch=1 n=a4 v=64
7028 On ch=1 n=a#4 v=26
7236 On ch=1 n=c#5 v=35
7300 Par ch=1 c=64 v=0
7468 On ch=1 n=a#5 v=26
7468 Par ch=1 c=64 v=127
7522 Off ch=1 n=f#6 v=64
7536 Off ch=1 n=a#5 v=64
7584 Off ch=1 n=c#5 v=64
7638 Off ch=1 n=a#4 v=64
7702 On ch=1 n=c#6 v=37
8008 Par ch=1 c=64 v=0
8008 On ch=1 n=f#6 v=38
8028 On ch=1 n=g#2 v=14
8076 Off ch=1 n=c#6 v=64
8312 On ch=1 n=c6 v=15
8314 Par ch=1 c=64 v=127
8464 Off ch=1 n=c6 v=64
8472 Off ch=1 n=f#6 v=64
8534 On ch=1 n=f#5 v=14
8582 Off ch=1 n=g#2 v=64
8650 Off ch=1 n=f#5 v=64
8794 On ch=1 n=f#6 v=25
9054 Off ch=1 n=f#6 v=64
9096 On ch=1 n=f6 v=25
9114 Par ch=1 c=64 v=0
9116 On ch=1 n=c#3 v=12
9374 Par ch=1 c=64 v=127
9384 On ch=1 n=c6 v=21
9412 Off ch=1 n=c#3 v=64
9612 On ch=1 n=f5 v=20
9682 Off ch=1 n=c6 v=64
9722 Off ch=1 n=f5 v=64
9826 On ch=1 n=g4 v=33
9902 Off ch=1 n=g4 v=64
10014 On ch=1 n=g#4 v=36
10248 On ch=1 n=c5 v=34
10370 Off ch=1 n=f6 v=64
10470 On ch=1 n=g#5 v=52
10532 Off ch=1 n=g#5 v=64
10556 Off ch=1 n=c5 v=64
10652 Off ch=1 n=g#4 v=64
10704 On ch=1 n=c6 v=66
11004 On ch=1 n=f6 v=80
11007 On ch=1 n=f#2 v=53
11064 Par ch=1 c=64 v=0
11152 Off ch=1 n=c6 v=64
11242 On ch=1 n=a#5 v=51
11326 Par ch=1 c=64 v=127
11378 Off ch=1 n=f#2 v=64
11386 Off ch=1 n=f6 v=64
11442 On ch=1 n=f5 v=55
11546 Off ch=1 n=a#5 v=64
11576 Off ch=1 n=f5 v=64
11630 On ch=1 n=f6 v=78
11834 Par ch=1 c=64 v=0
11844 On ch=1 n=d#6 v=73
11850 On ch=1 n=c3 v=52
11912 Off ch=1 n=f6 v=64
12070 On ch=1 n=a#5 v=39
12248 Par ch=1 c=64 v=127
12290 On ch=1 n=d#5 v=50
12292 Off ch=1 n=a#5 v=64
12382 Off ch=1 n=c3 v=64
12385 Off ch=1 n=d#6 v=64
12390 Off ch=1 n=d#5 v=64
12516 On ch=1 n=c#6 v=49
12694 On ch=1 n=c6 v=59
12712 On ch=1 n=d#3 v=26
12715 Off ch=1 n=c#6 v=64
12724 Par ch=1 c=64 v=0
12876 On ch=1 n=f#5 v=35
12940 Off ch=1 n=d#3 v=64
12940 Par ch=1 c=64 v=127
13066 On ch=1 n=c5 v=42
13160 Off ch=1 n=c5 v=64
13168 Off ch=1 n=f#5 v=64
13254 On ch=1 n=f4 v=61
13428 Off ch=1 n=f4 v=64
13450 On ch=1 n=f#4 v=63
13654 On ch=1 n=a#4 v=48
13662 Par ch=1 c=64 v=0
13826 Off ch=1 n=f#4 v=64
13829 Par ch=1 c=64 v=127
13880 Off ch=1 n=a#4 v=64
13890 On ch=1 n=f#5 v=55
13954 Off ch=1 n=c6 v=64
13976 Off ch=1 n=f#5 v=64
14134 On ch=1 n=f6 v=87
14446 On ch=1 n=d#6 v=73
14462 Par ch=1 c=64 v=0
14470 On ch=1 n=f2 v=40
14516 Off ch=1 n=f6 v=64
14764 On ch=1 n=a5 v=44
14952 Par ch=1 c=64 v=127
15010 On ch=1 n=d#5 v=51
15030 Off ch=1 n=a5 v=64
15126 Off ch=1 n=d#5 v=64
15144 Off ch=1 n=d#6 v=64
15236 On ch=1 n=c#6 v=56
15478 On ch=1 n=c6 v=50
15506 Par ch=1 c=64 v=0
15509 Off ch=1 n=c#6 v=64
15509 On ch=1 n=f3 v=28
15689 Off ch=1 n=f2 v=64
15716 On ch=1 n=a5 v=25
15736 Par ch=1 c=64 v=127
15780 Off ch=1 n=f3 v=64
15922 On ch=1 n=d#5 v=32
15984 Off ch=1 n=a5 v=64
16018 Off ch=1 n=d#5 v=64
16162 On ch=1 n=e4 v=41
16402 On ch=1 n=f4 v=61
16430 Off ch=1 n=e4 v=64
