MFile 0 1 480
MTrk
0 Tempo 600000
0 TimeSig 2/4 24 8
0 PrCh ch=1 p=0
0 Par ch=1 c=7 v=127
0 Par ch=1 c=10 v=64
0 On ch=1 n=a3 v=60
20 On ch=1 n=e4 v=60
40 On ch=1 n=a4 v=60
60 On ch=1 n=c5 v=60
90 On ch=1 n=e5 v=60
110 On ch=1 n=a5 v=60
130 On ch=1 n=c6 v=60
150 On ch=1 n=a6 v=60
235 On ch=1 n=a6 v=0
235 On ch=1 n=c6 v=0
235 On ch=1 n=a5 v=0
235 On ch=1 n=e5 v=0
235 On ch=1 n=c5 v=0
235 On ch=1 n=a4 v=0
235 On ch=1 n=e4 v=0
235 On ch=1 n=a3 v=0
240 Tempo 375000
420 On ch=1 n=a5 v=60
475 On ch=1 n=a5 v=0
480 On ch=1 n=a5 v=60
600 On ch=1 n=a5 v=0
600 On ch=1 n=c6 v=60
720 On ch=1 n=c6 v=0
720 On ch=1 n=b5 v=60
840 On ch=1 n=b5 v=0
840 On ch=1 n=a5 v=60
955 On ch=1 n=a5 v=0
960 Tempo 600000
960 On ch=1 n=e4 v=60
980 On ch=1 n=b4 v=60
1000 On ch=1 n=e5 v=60
1020 On ch=1 n=g#5 v=60
1050 On ch=1 n=b5 v=60
1070 On ch=1 n=e6 v=60
1090 On ch=1 n=g#6 v=60
1110 On ch=1 n=e7 v=60
1195 On ch=1 n=e7 v=0
1195 On ch=1 n=g#6 v=0
1195 On ch=1 n=e6 v=0
1195 On ch=1 n=b5 v=0
1195 On ch=1 n=g#5 v=0
1195 On ch=1 n=e5 v=0
1195 On ch=1 n=b4 v=0
1195 On ch=1 n=e4 v=0
1200 Tempo 375000
1380 On ch=1 n=e5 v=60
1435 On ch=1 n=e5 v=0
1440 On ch=1 n=e5 v=60
1560 On ch=1 n=e5 v=0
1560 On ch=1 n=g#5 v=60
1680 On ch=1 n=g#5 v=0
1680 On ch=1 n=f#5 v=60
1800 On ch=1 n=f#5 v=0
1800 On ch=1 n=e5 v=60
1915 On ch=1 n=e5 v=0
1920 Tempo 600000
1920 On ch=1 n=a3 v=60
1940 On ch=1 n=e4 v=60
1960 On ch=1 n=a4 v=60
1980 On ch=1 n=c5 v=60
2010 On ch=1 n=e5 v=60
2030 On ch=1 n=a5 v=60
2050 On ch=1 n=c6 v=60
2070 On ch=1 n=a6 v=60
2155 On ch=1 n=a6 v=0
2155 On ch=1 n=c6 v=0
2155 On ch=1 n=a5 v=0
2155 On ch=1 n=e5 v=0
2155 On ch=1 n=c5 v=0
2155 On ch=1 n=a4 v=0
2155 On ch=1 n=e4 v=0
2155 On ch=1 n=a3 v=0
2160 Tempo 375000
2340 On ch=1 n=a5 v=60
2395 On ch=1 n=a5 v=0
2400 On ch=1 n=a5 v=60
2520 On ch=1 n=a5 v=0
2520 On ch=1 n=c6 v=60
2640 On ch=1 n=c6 v=0
2640 On ch=1 n=b5 v=60
2760 On ch=1 n=b5 v=0
2760 On ch=1 n=a5 v=60
2875 On ch=1 n=a5 v=0
2880 Tempo 600000
2880 On ch=1 n=e4 v=60
2900 On ch=1 n=b4 v=60
2920 On ch=1 n=e5 v=60
2940 On ch=1 n=b5 v=60
2940 On ch=1 n=g#6 v=60
2940 On ch=1 n=e7 v=60
2940 On ch=1 n=e6 v=75
2940 On ch=1 n=g#5 v=60
3115 On ch=1 n=g#5 v=0
3115 On ch=1 n=e7 v=0
3115 On ch=1 n=g#6 v=0
3115 On ch=1 n=b5 v=0
3115 On ch=1 n=e5 v=0
3115 On ch=1 n=b4 v=0
3115 On ch=1 n=e4 v=0
3120 Tempo 375000
3360 On ch=1 n=e6 v=0
3360 On ch=1 n=e5 v=75
3595 On ch=1 n=e5 v=0
3840 Tempo 600000
3840 On ch=1 n=a3 v=60
3860 On ch=1 n=e4 v=60
3880 On ch=1 n=a4 v=60
3900 On ch=1 n=c5 v=60
3930 On ch=1 n=e5 v=60
3950 On ch=1 n=a5 v=60
3970 On ch=1 n=c6 v=60
3990 On ch=1 n=a6 v=60
4075 On ch=1 n=a6 v=0
4075 On ch=1 n=c6 v=0
4075 On ch=1 n=a5 v=0
4075 On ch=1 n=e5 v=0
4075 On ch=1 n=c5 v=0
4075 On ch=1 n=a4 v=0
4075 On ch=1 n=e4 v=0
4075 On ch=1 n=a3 v=0
4080 Tempo 375000
4260 On ch=1 n=a5 v=60
4315 On ch=1 n=a5 v=0
4320 On ch=1 n=a5 v=60
4440 On ch=1 n=a5 v=0
4440 On ch=1 n=c6 v=60
4560 On ch=1 n=c6 v=0
4560 On ch=1 n=b5 v=60
4680 On ch=1 n=b5 v=0
4680 On ch=1 n=a5 v=60
4795 On ch=1 n=a5 v=0
4800 Tempo 600000
4800 On ch=1 n=e4 v=60
4820 On ch=1 n=b4 v=60
4840 On ch=1 n=e5 v=60
4860 On ch=1 n=g#5 v=60
4890 On ch=1 n=b5 v=60
4910 On ch=1 n=e6 v=60
4930 On ch=1 n=g#6 v=60
4950 On ch=1 n=e7 v=60
5035 On ch=1 n=e7 v=0
5035 On ch=1 n=g#6 v=0
5035 On ch=1 n=e6 v=0
5035 On ch=1 n=b5 v=0
5035 On ch=1 n=g#5 v=0
5035 On ch=1 n=e5 v=0
5035 On ch=1 n=b4 v=0
5035 On ch=1 n=e4 v=0
5040 Tempo 375000
5220 On ch=1 n=e5 v=60
5275 On ch=1 n=e5 v=0
5280 On ch=1 n=e5 v=60
5400 On ch=1 n=e5 v=0
5400 On ch=1 n=g#5 v=60
5520 On ch=1 n=g#5 v=0
5520 On ch=1 n=f#5 v=60
5640 On ch=1 n=f#5 v=0
5640 On ch=1 n=e5 v=60
5755 On ch=1 n=e5 v=0
5760 Tempo 600000
5760 On ch=1 n=a3 v=60
5780 On ch=1 n=e4 v=60
5800 On ch=1 n=a4 v=60
5820 On ch=1 n=c5 v=60
5850 On ch=1 n=e5 v=60
5870 On ch=1 n=a5 v=60
5890 On ch=1 n=c6 v=60
5910 On ch=1 n=a6 v=60
5995 On ch=1 n=a6 v=0
5995 On ch=1 n=c6 v=0
5995 On ch=1 n=a5 v=0
5995 On ch=1 n=e5 v=0
5995 On ch=1 n=c5 v=0
5995 On ch=1 n=a4 v=0
5995 On ch=1 n=e4 v=0
5995 On ch=1 n=a3 v=0
6000 Tempo 375000
6180 On ch=1 n=a5 v=60
6235 On ch=1 n=a5 v=0
6240 On ch=1 n=a5 v=60
6360 On ch=1 n=a5 v=0
6360 On ch=1 n=c6 v=60
6480 On ch=1 n=c6 v=0
6480 On ch=1 n=b5 v=60
6600 On ch=1 n=b5 v=0
6600 On ch=1 n=a5 v=60
6715 On ch=1 n=a5 v=0
6720 Tempo 600000
6720 On ch=1 n=e4 v=60
6740 On ch=1 n=b4 v=60
6760 On ch=1 n=e5 v=60
6780 On ch=1 n=b5 v=60
6780 On ch=1 n=g#6 v=60
6780 On ch=1 n=e7 v=60
6780 On ch=1 n=e6 v=75
6780 On ch=1 n=g#5 v=60
6955 On ch=1 n=g#5 v=0
6955 On ch=1 n=e7 v=0
6955 On ch=1 n=g#6 v=0
6955 On ch=1 n=b5 v=0
6955 On ch=1 n=e5 v=0
6955 On ch=1 n=b4 v=0
6955 On ch=1 n=e4 v=0
6960 Tempo 375000
7200 On ch=1 n=e6 v=0
7200 On ch=1 n=e5 v=75
7435 On ch=1 n=e5 v=0
7680 Tempo 600000
7680 On ch=1 n=a3 v=60
7700 On ch=1 n=e4 v=60
7720 On ch=1 n=a4 v=60
7740 On ch=1 n=c#5 v=60
7770 On ch=1 n=e6 v=60
7790 On ch=1 n=a6 v=60
7810 On ch=1 n=c#7 v=60
7830 On ch=1 n=a7 v=60
7915 On ch=1 n=a7 v=0
7915 On ch=1 n=c#7 v=0
7915 On ch=1 n=a6 v=0
7915 On ch=1 n=e6 v=0
7915 On ch=1 n=c#5 v=0
7915 On ch=1 n=a4 v=0
7915 On ch=1 n=e4 v=0
7915 On ch=1 n=a3 v=0
7920 Tempo 375000
8100 On ch=1 n=a6 v=60
8155 On ch=1 n=a6 v=0
8160 On ch=1 n=a6 v=60
8280 On ch=1 n=a6 v=0
8280 On ch=1 n=a#6 v=60
8400 On ch=1 n=a#6 v=0
8400 On ch=1 n=a6 v=60
8520 On ch=1 n=a6 v=0
8520 On ch=1 n=g6 v=60
8635 On ch=1 n=g6 v=0
8640 Tempo 600000
8640 On ch=1 n=d4 v=60
8660 On ch=1 n=a4 v=60
8680 On ch=1 n=d5 v=60
8700 On ch=1 n=f5 v=60
8730 On ch=1 n=a5 v=60
8750 On ch=1 n=f6 v=60
8770 On ch=1 n=a6 v=60
8790 On ch=1 n=f7 v=60
8875 On ch=1 n=f7 v=0
8875 On ch=1 n=a6 v=0
8875 On ch=1 n=f6 v=0
8875 On ch=1 n=a5 v=0
8875 On ch=1 n=f5 v=0
8875 On ch=1 n=d5 v=0
8875 On ch=1 n=a4 v=0
8875 On ch=1 n=d4 v=0
8880 Tempo 375000
9060 On ch=1 n=d6 v=60
9115 On ch=1 n=d6 v=0
9120 On ch=1 n=d6 v=60
9240 On ch=1 n=d6 v=0
9240 On ch=1 n=f6 v=60
9360 On ch=1 n=f6 v=0
9360 On ch=1 n=e6 v=60
9480 On ch=1 n=e6 v=0
9480 On ch=1 n=d6 v=60
9595 On ch=1 n=d6 v=0
9600 Tempo 600000
9600 On ch=1 n=g3 v=60
9620 On ch=1 n=d4 v=60
9640 On ch=1 n=g4 v=60
9660 On ch=1 n=b4 v=60
9690 On ch=1 n=d6 v=60
9710 On ch=1 n=g6 v=60
9730 On ch=1 n=b6 v=60
9750 On ch=1 n=g7 v=60
9835 On ch=1 n=g7 v=0
9835 On ch=1 n=b6 v=0
9835 On ch=1 n=g6 v=0
9835 On ch=1 n=d6 v=0
9835 On ch=1 n=b4 v=0
9835 On ch=1 n=g4 v=0
9835 On ch=1 n=d4 v=0
9835 On ch=1 n=g3 v=0
9840 Tempo 375000
10020 On ch=1 n=g6 v=60
10075 On ch=1 n=g6 v=0
10080 On ch=1 n=g6 v=60
10200 On ch=1 n=g6 v=0
10200 On ch=1 n=a6 v=60
10320 On ch=1 n=a6 v=0
10320 On ch=1 n=g6 v=60
10440 On ch=1 n=g6 v=0
10440 On ch=1 n=f6 v=60
