MFile 1 7 240
MTrk
0 TimeSig 4/4 24 8
0 Tempo 500000
0 Meta Marker "Chopin: Mazurka, Op. 7 No. 5- Vivo"
0 Meta TrkEnd
TrkEnd
MTrk
0 Meta TrkName "Chopin: Op. 7 No. 5"
0 PrCh ch=1 p=0
0 Par ch=1 c=7 v=127
121 Par ch=1 c=64 v=127
133 Par ch=1 c=64 v=127
429 On ch=1 n=g3 v=66
435 On ch=1 n=g4 v=66
459 Off ch=1 n=g3 v=64
465 Off ch=1 n=g4 v=64
564 On ch=1 n=g4 v=66
564 On ch=1 n=g3 v=66
594 Off ch=1 n=g3 v=64
594 Off ch=1 n=g4 v=64
699 On ch=1 n=g4 v=66
700 On ch=1 n=g3 v=66
729 Off ch=1 n=g4 v=64
730 Off ch=1 n=g3 v=64
835 On ch=1 n=g4 v=63
835 On ch=1 n=g3 v=63
865 Off ch=1 n=g3 v=64
865 Off ch=1 n=g4 v=64
971 On ch=1 n=g3 v=57
975 On ch=1 n=g4 v=57
1001 Off ch=1 n=g3 v=64
1005 Off ch=1 n=g4 v=64
1112 On ch=1 n=g4 v=50
1112 On ch=1 n=g3 v=50
1142 Off ch=1 n=g3 v=64
1142 Off ch=1 n=g4 v=64
1245 On ch=1 n=g4 v=46
1248 On ch=1 n=g3 v=46
1275 Off ch=1 n=g4 v=64
1278 Off ch=1 n=g3 v=64
1382 On ch=1 n=g4 v=41
1392 On ch=1 n=g3 v=41
1409 Off ch=1 n=g4 v=64
1419 Off ch=1 n=g3 v=64
1518 On ch=1 n=g4 v=35
1520 On ch=1 n=g3 v=35
1548 Off ch=1 n=g4 v=64
1550 Off ch=1 n=g3 v=64
1649 On ch=1 n=g3 v=32
1650 On ch=1 n=g4 v=32
1679 Off ch=1 n=g3 v=64
1680 Off ch=1 n=g4 v=64
1781 On ch=1 n=g4 v=26
1787 On ch=1 n=g3 v=26
1811 Off ch=1 n=g4 v=64
1817 Off ch=1 n=g3 v=64
1898 On ch=1 n=g3 v=24
1910 On ch=1 n=g4 v=24
1928 Off ch=1 n=g3 v=64
1940 Off ch=1 n=g4 v=64
2024 On ch=1 n=d6 v=36
2033 On ch=1 n=b4 v=31
2036 On ch=1 n=f5 v=35
2042 On ch=1 n=g4 v=27
2069 Off ch=1 n=d6 v=64
2071 On ch=1 n=e6 v=20
2088 Off ch=1 n=f5 v=64
2091 Off ch=1 n=g4 v=64
2092 Off ch=1 n=b4 v=64
2116 On ch=1 n=d6 v=42
2123 Off ch=1 n=e6 v=64
2141 Par ch=1 c=64 v=0
2153 Par ch=1 c=64 v=0
2154 On ch=1 n=g5 v=44
2154 On ch=1 n=e5 v=29
2157 On ch=1 n=c5 v=24
2157 On ch=1 n=g4 v=16
2169 Off ch=1 n=d6 v=64
2175 Par ch=1 c=64 v=127
2187 Par ch=1 c=64 v=127
2198 Off ch=1 n=g4 v=64
2199 Off ch=1 n=c5 v=64
2206 Off ch=1 n=e5 v=64
2275 On ch=1 n=c5 v=40
2278 On ch=1 n=c6 v=33
2285 On ch=1 n=e5 v=35
2289 On ch=1 n=g4 v=31
2311 Off ch=1 n=g5 v=64
2322 Off ch=1 n=g4 v=64
2334 Off ch=1 n=c5 v=64
2337 Off ch=1 n=e5 v=64
2354 Off ch=1 n=c6 v=64
2360 On ch=1 n=e6 v=36
2390 Par ch=1 c=64 v=0
2395 On ch=1 n=d6 v=41
2402 Par ch=1 c=64 v=0
2405 Off ch=1 n=e6 v=64
2405 On ch=1 n=g4 v=29
2409 On ch=1 n=b4 v=29
2413 On ch=1 n=f5 v=27
2422 Par ch=1 c=64 v=127
2434 Par ch=1 c=64 v=127
2443 Off ch=1 n=d6 v=64
2443 On ch=1 n=e6 v=40
2455 Off ch=1 n=b4 v=64
2460 Off ch=1 n=g4 v=64
2464 Off ch=1 n=f5 v=64
2482 On ch=1 n=d6 v=40
2494 Off ch=1 n=e6 v=64
2504 Par ch=1 c=64 v=0
2516 Par ch=1 c=64 v=0
2521 On ch=1 n=g5 v=53
