MFile 1 3 240
MTrk
0 TimeSig 3/4 24 8
0 Tempo 245902
0 Meta Marker "By Malcolm Dale"
0 Meta Marker "Chopin Sonata No.2 in B Flat Minor (Piu Lento)"
0 Meta Marker "Generated by NoteWorthy Composer"
0 Meta TrkEnd
TrkEnd
MTrk
0 Meta TrkName "Upper.G.S."
0 PrCh ch=1 p=0
0 Par ch=1 c=7 v=127
0 Par ch=1 c=10 v=64
0 Par ch=1 c=7 v=94
0 On ch=1 n=a#4 v=94
200 Off ch=1 n=a#4 v=64
240 On ch=1 n=d#5 v=94
240 On ch=1 n=d#4 v=94
280 Off ch=1 n=d#4 v=64
280 Off ch=1 n=d#5 v=64
280 Par ch=1 c=7 v=95
320 Par ch=1 c=7 v=96
360 Par ch=1 c=7 v=97
360 On ch=1 n=d#5 v=95
360 On ch=1 n=d#4 v=95
400 Off ch=1 n=d#4 v=64
400 Off ch=1 n=d#5 v=64
400 Par ch=1 c=7 v=98
440 Par ch=1 c=7 v=99
480 Par ch=1 c=7 v=100
480 On ch=1 n=d#5 v=96
480 On ch=1 n=d#4 v=96
520 Off ch=1 n=d#4 v=64
520 Off ch=1 n=d#5 v=64
520 Par ch=1 c=7 v=101
560 Par ch=1 c=7 v=102
600 Par ch=1 c=7 v=103
600 On ch=1 n=d#5 v=97
600 On ch=1 n=d#4 v=97
640 Off ch=1 n=d#4 v=64
640 Off ch=1 n=d#5 v=64
640 Par ch=1 c=7 v=104
680 Par ch=1 c=7 v=105
720 Par ch=1 c=7 v=106
720 On ch=1 n=d#5 v=127
720 On ch=1 n=d#4 v=127
760 Par ch=1 c=7 v=107
800 Par ch=1 c=7 v=108
840 Par ch=1 c=7 v=109
880 Par ch=1 c=7 v=110
920 Off ch=1 n=d#4 v=64
920 Off ch=1 n=d#5 v=64
920 Par ch=1 c=7 v=111
960 Par ch=1 c=7 v=112
960 Par ch=1 c=7 v=94
960 On ch=1 n=f5 v=94
960 On ch=1 n=d#5 v=94
960 On ch=1 n=b4 v=94
960 On ch=1 n=f4 v=94
1160 Off ch=1 n=f4 v=64
1160 Off ch=1 n=b4 v=64
1160 Off ch=1 n=d#5 v=64
1160 Off ch=1 n=f5 v=64
1200 On ch=1 n=f6 v=94
1200 On ch=1 n=d#6 v=94
1200 On ch=1 n=b5 v=94
1200 On ch=1 n=f5 v=94
1317 Off ch=1 n=f5 v=64
1317 Off ch=1 n=b5 v=64
1317 Off ch=1 n=d#6 v=64
1317 Off ch=1 n=f6 v=64
1320 On ch=1 n=d#6 v=94
1320 On ch=1 n=d#5 v=94
1437 Off ch=1 n=d#5 v=64
1437 Off ch=1 n=d#6 v=64
1440 On ch=1 n=f6 v=94
1440 On ch=1 n=d6 v=94
1440 On ch=1 n=a#5 v=94
1440 On ch=1 n=f5 v=94
1557 Off ch=1 n=f5 v=64
1557 Off ch=1 n=a#5 v=64
1557 Off ch=1 n=d6 v=64
1557 Off ch=1 n=f6 v=64
1560 On ch=1 n=f#6 v=94
1560 On ch=1 n=f#5 v=94
1677 Off ch=1 n=f#5 v=64
1677 Off ch=1 n=f#6 v=64
1680 On ch=1 n=f#5 v=94
1680 On ch=1 n=f#4 v=94
1720 Off ch=1 n=f#4 v=64
1720 Off ch=1 n=f#5 v=64
1720 Par ch=1 c=7 v=95
1760 Par ch=1 c=7 v=96
1800 Par ch=1 c=7 v=97
1800 On ch=1 n=f#5 v=95
1800 On ch=1 n=f#4 v=95
1840 Off ch=1 n=f#4 v=64
1840 Off ch=1 n=f#5 v=64
1840 Par ch=1 c=7 v=98
1880 Par ch=1 c=7 v=99
1920 Par ch=1 c=7 v=100
1920 On ch=1 n=f#5 v=96
1920 On ch=1 n=f#4 v=96
1960 Off ch=1 n=f#4 v=64
1960 Off ch=1 n=f#5 v=64
1960 Par ch=1 c=7 v=101
2000 Par ch=1 c=7 v=102
2040 Par ch=1 c=7 v=103
2040 On ch=1 n=f#5 v=97
2040 On ch=1 n=f#4 v=97
2080 Off ch=1 n=f#4 v=64
2080 Off ch=1 n=f#5 v=64
2080 Par ch=1 c=7 v=104
2120 Par ch=1 c=7 v=105
2160 Par ch=1 c=7 v=106
2160 On ch=1 n=f#5 v=127
2160 On ch=1 n=f#4 v=127
2200 Par ch=1 c=7 v=107
2240 Par ch=1 c=7 v=108
2280 Par ch=1 c=7 v=109
2320 Par ch=1 c=7 v=110
2360 Off ch=1 n=f#4 v=64
2360 Off ch=1 n=f#5 v=64
2360 Par ch=1 c=7 v=111
2400 Par ch=1 c=7 v=112
2400 Par ch=1 c=7 v=94
2400 On ch=1 n=g#5 v=94
2400 On ch=1 n=f#5 v=94
2400 On ch=1 n=d5 v=94
2400 On ch=1 n=g#4 v=94
2460 Off ch=1 n=g#4 v=64
2460 Off ch=1 n=d5 v=64
2460 Off ch=1 n=f#5 v=64
2460 Off ch=1 n=g#5 v=64
2640 On ch=1 n=g#6 v=94
2640 On ch=1 n=f#6 v=94
2640 On ch=1 n=d6 v=94
2640 On ch=1 n=g#5 v=94
2757 Off ch=1 n=g#5 v=64
2757 Off ch=1 n=d6 v=64
2757 Off ch=1 n=f#6 v=64
2757 Off ch=1 n=g#6 v=64
2760 On ch=1 n=f#6 v=94
2760 On ch=1 n=f#5 v=94
2877 Off ch=1 n=f#5 v=64
2877 Off ch=1 n=f#6 v=64
2880 On ch=1 n=g#6 v=94
2880 On ch=1 n=f6 v=94
2880 On ch=1 n=c#6 v=94
2880 On ch=1 n=g#5 v=94
2997 Off ch=1 n=g#5 v=64
2997 Off ch=1 n=c#6 v=64
2997 Off ch=1 n=f6 v=64
2997 Off ch=1 n=g#6 v=64
3000 On ch=1 n=a6 v=94
3000 On ch=1 n=a5 v=94
3117 Off ch=1 n=a5 v=64
3117 Off ch=1 n=a6 v=64
3120 On ch=1 n=a5 v=94
3120 On ch=1 n=a4 v=94
3160 Off ch=1 n=a4 v=64
